name,roll_no,branch,year
Isha Agarwal,MECH4056,MECH,4
Uday Desai,MECH4057,MECH,4
Zubin Fernandes,MECH4058,MECH,4
Varun Upadhyay,MECH4059,MECH,4
Dhruv Zhao,MECH4060,MECH,4
Harsha Saxena,MECH4061,MECH,4
Rahul Pillai,MECH4062,MECH,4
Komal Srivastava,MECH4063,MECH,4
Jaya Joshi,MECH4064,MECH,4
Rahul Kashyap,MECH4065,MECH,4
Qadir Shetty,MECH4066,MECH,4
Irfan Venkatesh,MECH4067,MECH,4
Diya Mehta,MECH4068,MECH,4
Prithvi Sridhar,MECH4069,MECH,4
Jai Kulkarni,MECH4070,MECH,4
Mehul Menon,MECH4071,MECH,4
Darsh Qureshi,MECH4072,MECH,4
Esha Gandhi,MECH4073,MECH,4
Aruna Desai,MECH4074,MECH,4
Anika Verma,MECH4075,MECH,4
Kavya Yadav,MECH4076,MECH,4
Samira Agarwal,MECH4077,MECH,4
Deepak Menon,MECH4078,MECH,4
Shreya Gupta,MECH4079,MECH,4
Uday Verma,MECH4080,MECH,4
Mira Agarwal,MECH4081,MECH,4
Ira Yadav,MECH4082,MECH,4
Latha Agarwal,MECH4083,MECH,4
Saanvi Uttam,MECH4084,MECH,4
Kavya Lal,MECH4085,MECH,4
Nisha Reddy,MECH4086,MECH,4
Pooja Hegde,MECH4087,MECH,4
Jaya Malhotra,MECH4088,MECH,4
Dhruv Dutta,MECH4089,MECH,4
Varun Venkatesh,MECH4090,MECH,4
Saanvi Singh,MECH4091,MECH,4
Prithvi Srivastava,MECH4092,MECH,4
Samira Khan,MECH4093,MECH,4
Rakesh Agarwal,MECH4094,MECH,4
Latha Thakur,MECH4095,MECH,4
Pari Trivedi,MECH4096,MECH,4
Vani Sridhar,MECH4097,MECH,4
Dhruv Ghosh,MECH4098,MECH,4
Naina Agarwal,MECH4099,MECH,4
Shreya Karnik,MECH4100,MECH,4
Farhan Mishra,CSD4001,CSD,4
Usha Sridhar,CSD4002,CSD,4
Isha Pillai,CSD4003,CSD,4
Meera Pillai,CSD4004,CSD,4
Arjun Pandey,CSD4005,CSD,4
Harsha Wagh,CSD4006,CSD,4
Divya Chandra,CSD4007,CSD,4
Ritul Zaveri,CSD4008,CSD,4
Latha Desai,CSD4009,CSD,4
Qadir Devaraj,CSD4010,CSD,4
Komal Wagh,CSD4011,CSD,4
Pari Devaraj,CSD4012,CSD,4
Sahil Malhotra,CSD4013,CSD,4
Shaurya Devaraj,CSD4014,CSD,4
Aisha Menon,CSD4015,CSD,4
Naveen Eapen,CSD4016,CSD,4
Usha Agarwal,CSD4017,CSD,4
Qadir Dutta,CSD4018,CSD,4
Jai Lal,CSD4019,CSD,4
Mehul Chandra,CSD4020,CSD,4
Naina Ghosh,CSD4021,CSD,4
Gopal Thakur,CSD4022,CSD,4
Prithvi Chakraborty,CSD4023,CSD,4
Neel Shah,CSD4024,CSD,4
Akash Mehta,CSD4025,CSD,4
Jaya Xavier,CSD4026,CSD,4
Mohan Kapoor,CSD4027,CSD,4
Zoya Verma,CSD4028,CSD,4
Riya Kashyap,CSD4029,CSD,4
Harsha Kapoor,CSD4030,CSD,4
Latha Sharma,CSD4031,CSD,4
Arnav Dutta,CSD4032,CSD,4
Avni Ojha,CSD4033,CSD,4
Om Qureshi,CSD4034,CSD,4
Harsha Trivedi,CSD4035,CSD,4
Sahil Zhao,CSD4036,CSD,4
Farah Desai,CSD4037,CSD,4
Krishna Dixit,CSD4038,CSD,4
Mira Iyengar,CSD4039,CSD,4
Naina Acharya,CSD4040,CSD,4
Harsha Patel,CSD4041,CSD,4
Amaya Joshi,CSD4042,CSD,4
Dev Zhao,CSD4043,CSD,4
Nandini Iyengar,CSD4044,CSD,4
Chaitra Eapen,CSD4045,CSD,4
Krishna Sen,CSD4046,CSD,4
Harsha Fernandes,CSD4047,CSD,4
Divya Rastogi,CSD4048,CSD,4
Gopal Sen,CSD4049,CSD,4
Ira Srivastava,CSD4050,CSD,4
Gauri Saxena,CSD4051,CSD,4
Bhavin Malhotra,CSD4052,CSD,4
Darsh Desai,CSD4053,CSD,4
Ishan Shah,CSD4054,CSD,4
Gautam Singh,CSD4055,CSD,4
Aditi Thakur,CSD4056,CSD,4
Zubin Gupta,CSD4057,CSD,4
Diya Shah,CSD4058,CSD,4
Shaurya Naidu,CSD4059,CSD,4
Ira Saxena,CSD4060,CSD,4
Janaki Saxena,CSD4061,CSD,4
Riya Yadav,CSD4062,CSD,4
Naina Bose,CSD4063,CSD,4
Pari Chakraborty,CSD4064,CSD,4
Pavan Naidu,CSD4065,CSD,4
Sneha Shah,CSD4066,CSD,4
Kavya Chandra,CSD4067,CSD,4
Karan Shah,CSD4068,CSD,4
Yamini Shah,CSD4069,CSD,4
Ishita Thakur,CSD4070,CSD,4
Naveen Reddy,CSD4071,CSD,4
Varun Gandhi,CSD4072,CSD,4
Kunal Mehta,CSD4073,CSD,4
Chaitra Shetty,CSD4074,CSD,4
Nandini Hegde,CSD4075,CSD,4
Shaurya Mishra,CSD4076,CSD,4
Sahil Kapoor,CSD4077,CSD,4
Tara Upadhyay,CSD4078,CSD,4
Uday Sinha,CSD4079,CSD,4
Ira Sen,CSD4080,CSD,4
Veda Malhotra,CSD4081,CSD,4
Mira Sridhar,CSD4082,CSD,4
Vani Bhatt,CSD4083,CSD,4
Saanvi Rao,CSD4084,CSD,4
Wasim Rastogi,CSD4085,CSD,4
Janaki Menon,CSD4086,CSD,4
Om Thakur,CSD4087,CSD,4
Ishan Thakur,CSD4088,CSD,4
Ritul Qadir,CSD4089,CSD,4
Jaya Trivedi,CSD4090,CSD,4
Anika Yadav,CSD4091,CSD,4
Latha Iyengar,CSD4092,CSD,4
Pooja Thakur,CSD4093,CSD,4
Tejas Verma,CSD4094,CSD,4
Nandini Upadhyay,CSD4095,CSD,4
Bharat Nair,CSD4096,CSD,4
Charan Iyer,CSD4097,CSD,4
Ishita Saxena,CSD4098,CSD,4
Anish Jain,CSD4099,CSD,4
Lakshya Chakraborty,CSD4100,CSD,4
